iter	Passed	Remaining
269	22561	228120
270	22642	228016
271	22723	227905
272	22797	227721
273	22875	227585
274	22945	227366
275	23016	227164
276	23093	227016
277	23170	226871
278	23254	226797
279	23330	226636
280	23399	226421
281	23471	226227
282	23577	226355
283	23684	226501
284	23765	226395
285	23844	226272
286	23946	226369
287	24044	226414
288	24127	226330
289	24205	226194
290	24282	226054
291	24374	226044
292	24456	225947
293	24537	225847
294	24617	225730
295	24700	225644
296	24779	225516
297	24855	225363
298	24926	225175
299	25166	226496
300	25256	226467
301	25339	226381
302	25420	226270
303	25500	226153
304	25576	225992
305	25653	225848
306	25730	225708
307	25809	225584
308	25886	225439
309	25996	225579
310	26085	225546
311	26182	225571
312	26277	225585
313	26397	225804
314	26488	225779
315	26568	225660
316	26675	225776
317	26776	225827
318	26868	225809
319	26950	225708
320	27025	225548
321	27121	225562
322	27202	225454
323	27294	225436
324	27366	225246
325	27442	225096
326	27520	224961
327	27591	224773
328	27673	224665
329	27752	224543
330	27834	224439
331	27914	224325
332	27992	224195
333	28069	224055
334	28154	223973
335	28229	223821
336	28319	223784
337	28405	223711
338	28486	223607
339	28562	223459
340	28636	223299
341	28717	223193
342	28800	223101
343	28876	222952
344	28947	222767
345	29025	222638
346	29095	222454
347	29193	222472
348	29295	222530
349	29387	222508
350	29467	222392
351	29545	222264
352	29627	222166
353	29706	222044
354	29773	221837
355	29846	221667
356	29920	221515
357	29998	221384
358	30081	221292
359	30164	221206
360	30240	221068
361	30317	220933
362	30393	220790
363	30470	220662
364	30538	220461
365	30617	220343
366	30699	220251
367	30777	220128
368	30844	219922
369	30914	219746
370	30985	219573
371	31062	219443
372	31141	219324
373	31219	219203
374	31294	219058
375	31362	218868
376	31441	218754
377	31617	219315
378	31694	219183
379	31772	219063
380	31845	218907
381	31930	218835
382	32001	218660
383	32074	218506
384	32140	218308
385	32213	218149
386	32286	217994
387	32365	217882
388	32440	217742
389	32514	217593
390	32577	217380
391	32648	217212
392	32719	217050
393	32797	216928
394	32869	216770
395	32947	216655
396	33025	216536
397	33101	216405
398	33182	216312
399	33267	216237
400	33334	216049
401	33407	215899
402	33472	215703
403	33549	215581
404	33621	215428
405	33696	215290
406	33766	215127
407	33836	214961
408	33910	214818
409	33988	214707
410	34058	214545
411	34123	214351
412	34194	214193
413	34265	214033
414	34338	213890
415	34416	213780
416	34495	213671
417	34567	213522
418	34637	213364
419	34702	213170
420	34771	213005
421	34848	212890
422	34928	212788
423	34995	212617
424	35070	212483
425	35143	212343
426	35223	212246
427	35300	212133
428	35372	211986
429	35438	211804
430	35507	211645
431	35582	211518
432	35655	211380
433	35734	211277
434	35806	211136
435	35887	211046
436	35963	210927
437	36038	210802
438	36117	210701
439	36185	210531
440	36259	210404
441	36348	210361
442	36418	210209
443	36490	210066
444	36562	209925
445	36637	209802
446	36706	209647
447	36785	209546
448	36857	209405
449	36928	209263
450	37004	209146
451	37077	209011
452	37150	208880
453	37233	208802
454	37311	208699
455	37379	208536
456	37450	208393
457	37522	208257
458	37597	208140
459	37671	208012
460	37742	207871
461	37815	207740
462	37888	207606
463	37969	207522
464	38042	207395
465	38112	207249
466	38185	207116
467	38252	206953
468	38336	206886
469	38425	206844
470	38505	206751
471	38587	206671
472	38662	206556
473	38736	206430
474	38852	206531
475	38935	206458
476	39019	206387
477	39097	206282
478	39174	206179
479	39249	206062
480	39329	205969
481	39402	205842
482	39517	205934
483	39614	205930
484	39691	205821
485	39777	205764
486	39875	205765
487	39966	205728
488	40056	205687
489	40134	205588
490	40219	205523
491	40294	205402
492	40369	205285
493	40454	205218
494	40531	205115
495	40598	204958
496	40668	204814
497	40748	204722
498	40818	204584
499	40898	204490
500	40973	204375
501	41038	204209
502	41101	204038
503	41175	203918
504	41242	203763
505	41316	203640
506	41403	203587
507	41465	203411
508	41535	203269
509	41606	203135
510	41679	203014
511	41760	202929
512	41823	202760
513	41901	202659
514	41979	202563
515	42054	202448
516	42121	202298
517	42196	202184
518	42267	202052
519	42343	201944
520	42419	201838
521	42492	201719
522	42554	201544
523	42621	201394
524	42695	201278
525	42768	201156
526	42840	201032
527	42912	200908
528	42983	200779
529	43050	200633
530	43125	200523
531	43199	200407
532	43265	200257
533	43336	200125
534	43404	199984
535	43490	199926
536	43555	199771
537	43637	199696
538	43703	199544
539	43773	199414
540	43842	199274
541	43923	199197
542	43988	199044
543	44076	198994
544	44146	198860
545	44208	198695
546	44281	198578
547	44348	198434
548	44419	198309
549	44487	198169
550	44559	198050
551	44636	197951
552	44714	197861
553	44784	197731
554	44849	197580
555	44920	197454
556	44982	197293
557	45050	197156
558	45120	197027
559	45181	196861
560	45251	196733
561	45314	196576
562	45392	196486
563	45467	196382
564	45539	196262
565	45607	196126
566	45688	196047
567	45764	195949
568	45834	195825
569	45898	195673
570	45971	195559
571	46032	195395
572	46140	195434
573	46216	195334
574	46278	195174
575	46352	195066
576	46417	194923
577	46497	194838
578	46574	194744
579	46646	194628
580	46714	194495
581	46779	194350
582	46852	194239
583	46924	194127
584	46987	193974
585	47056	193848
586	47120	193700
587	47189	193572
588	47263	193468
589	47334	193348
590	47412	193258
591	47477	193117
592	47539	192964
593	47613	192860
594	47681	192728
595	47751	192607
596	47821	192486
597	47881	192327
598	47943	192175
599	48008	192034
600	48074	191898
601	48143	191775
602	48213	191656
603	48275	191505
604	48358	191434
605	48435	191344
606	48498	191197
607	48561	191051
608	48631	190931
609	48700	190808
610	48774	190707
611	48845	190593
612	48916	190477
613	48989	190372
614	49057	190246
615	49129	190137
616	49195	190002
617	49274	189920
618	49347	189817
619	49413	189684
620	49474	189533
621	49544	189415
622	49617	189310
623	49687	189195
624	49758	189081
625	49825	188956
626	49888	188813
627	49976	188763
628	50041	188631
629	50123	188559
630	50186	188416
631	50252	188288
632	50316	188149
633	50396	188070
634	50459	187931
635	50528	187813
636	50601	187710
637	50671	187595
638	50735	187460
639	50805	187346
640	50881	187255
641	50945	187118
642	51012	186993
643	51080	186870
644	51146	186743
645	51209	186604
646	51277	186486
647	51344	186362
648	51408	186227
649	51472	186092
650	51546	185996
651	51615	185880
652	51682	185756
653	51753	185649
654	51821	185528
655	51882	185384
656	51956	185286
657	52017	185143
658	52089	185040
659	52160	184933
660	52229	184819
661	52294	184690
662	52357	184555
663	52423	184428
664	52484	184289
665	52554	184176
666	52625	184071
667	52695	183962
668	52759	183828
669	52826	183710
670	52892	183586
671	52964	183484
672	53032	183368
673	53109	183283
674	53180	183177
675	53250	183069
676	53323	182970
677	53392	182859
678	53454	182723
679	53522	182607
680	53600	182524
681	53674	182430
682	53743	182318
683	53810	182198
684	53874	182070
685	53937	181941
686	54005	181827
687	54075	181717
688	54148	181622
689	54208	181480
690	54293	181425
691	54354	181287
692	54425	181182
693	54499	181089
694	54567	180975
695	54634	180859
696	54705	180756
697	54771	180637
698	54838	180519
699	54911	180423
700	54976	180300
701	55039	180170
702	55106	180054
703	55165	179915
704	55248	179850
705	55312	179727
706	55372	179587
707	55437	179468
708	55506	179357
709	55568	179228
710	55638	179122
711	55704	179005
712	55781	178923
713	55844	178795
714	55915	178695
715	55980	178575
716	56055	178485
717	56126	178384
718	56197	178282
719	56265	178173
720	56341	178089
721	56421	178018
722	56495	177926
723	56572	177844
724	56650	177763
725	56717	177652
726	56786	177544
727	56860	177454
728	56934	177363
729	56999	177244
730	57068	177138
731	57148	177066
732	57216	176958
733	57286	176854
734	57353	176743
735	57418	176625
736	57484	176510
737	57550	176393
738	57620	176291
739	57696	176208
740	57767	176108
741	57834	175998
742	57901	175885
743	57972	175787
744	58041	175682
745	58111	175580
746	58179	175472
747	58253	175383
748	58315	175257
749	58392	175176
750	58470	175100
751	58542	175005
752	58615	174911
753	58700	174856
754	58771	174757
755	58839	174649
756	58912	174559
757	58979	174448
758	59046	174339
759	59121	174252
760	59199	174175
761	59264	174060
762	59335	173962
763	59403	173856
764	59475	173760
765	59543	173655
766	59622	173580
767	59686	173464
768	59758	173369
769	59830	173276
770	59906	173192
771	59977	173096
772	60044	172986
773	60115	172891
774	60183	172786
775	60244	172658
776	60319	172573
777	60392	172484
778	60458	172372
779	60538	172301
780	60602	172184
781	60674	172093
782	60741	171983
783	60813	171889
784	60881	171786
785	60957	171704
786	61020	171586
787	61088	171482
788	61157	171380
789	61222	171268
790	61290	171162
791	61352	171043
792	61413	170920
793	61485	170828
794	61555	170728
795	61623	170625
796	61694	170529
797	61765	170435
798	61837	170342
799	61907	170245
800	61983	170165
801	62063	170093
802	62137	170008
803	62200	169889
804	62278	169815
805	62343	169704
806	62410	169597
807	62469	169472
808	62532	169355
809	62620	169306
810	62689	169206
811	62762	169119
812	62833	169024
813	62915	168959
814	62990	168877
815	63065	168792
816	63137	168702
817	63211	168616
818	63289	168539
819	63371	168475
820	63439	168374
821	63502	168258
822	63587	168200
823	63657	168104
824	63728	168010
825	63791	167895
826	63861	167799
827	63935	167715
828	64003	167613
829	64072	167515
830	64139	167412
831	64251	167425
832	64344	167387
833	64453	167393
834	64543	167350
835	64610	167245
836	64690	167174
837	64771	167106
838	64853	167041
839	64925	166951
840	65003	166875
841	65082	166801
842	65154	166712
843	65227	166623
844	65314	166571
845	65380	166464
846	65458	166389
847	65530	166299
848	65615	166240
849	65699	166180
850	65768	166082
851	65835	165978
852	65906	165887
853	65978	165797
854	66047	165698
855	66119	165607
856	66185	165502
857	66270	165445
858	66358	165394
859	66448	165348
860	66520	165257
861	66618	165232
862	66704	165176
863	66777	165089
864	66852	165005
865	66922	164910
866	67027	164900
867	67108	164832
868	67175	164730
869	67244	164633
870	67335	164588
871	67414	164516
872	67484	164421
873	67555	164329
874	67625	164233
875	67697	164143
876	67768	164051
877	67834	163946
878	67904	163852
879	67972	163752
880	68037	163646
881	68107	163549
882	68184	163472
883	68252	163372
884	68322	163279
885	68394	163190
886	68470	163109
887	68535	163003
888	68606	162910
889	68674	162811
890	68749	162729
891	68819	162636
892	68874	162507
893	68937	162395
894	69010	162309
895	69070	162192
896	69141	162101
897	69214	162014
898	69280	161911
899	69350	161817
900	69425	161735
901	69493	161638
902	69563	161543
903	69638	161462
904	69711	161376
905	69778	161277
906	69844	161173
907	69923	161101
908	69999	161020
909	70072	160936
910	70145	160850
911	70222	160771
912	70291	160677
913	70368	160600
914	70445	160523
915	70514	160428
916	70589	160346
917	70656	160247
918	70722	160145
919	70787	160042
920	70865	159966
921	70931	159864
922	71010	159793
923	71086	159714
924	71161	159632
925	71226	159528
926	71290	159423
927	71363	159338
928	71430	159238
929	71502	159149
930	71579	159074
931	71649	158981
932	71715	158880
933	71787	158793
934	71858	158703
935	71917	158588
936	71985	158491
937	72047	158380
938	72119	158294
939	72186	158194
940	72254	158099
941	72331	158023
942	72406	157942
943	72475	157849
944	72539	157744
945	72608	157651
946	72687	157579
947	72755	157484
948	72819	157378
949	72886	157282
950	72947	157170
951	73073	157200
952	73152	157127
953	73212	157016
954	73282	156924
955	73346	156820
956	73415	156727
957	73477	156619
958	73560	156556
959	73627	156459
960	73698	156370
961	73772	156286
962	73850	156213
963	73917	156116
964	73981	156013
965	74053	155925
966	74140	155870
967	74203	155766
968	74283	155696
969	74355	155608
970	74424	155516
971	74513	155466
972	74577	155363
973	74645	155269
974	74725	155199
975	74788	155093
976	74857	155001
977	74945	154948
978	75037	154903
979	75106	154811
980	75174	154716
981	75251	154640
982	75325	154558
983	75397	154472
984	75475	154398
985	75550	154318
986	75629	154247
987	75702	154163
988	75785	154098
989	75863	154025
990	75933	153935
991	76001	153840
992	76064	153737
993	76128	153635
994	76194	153537
995	76265	153450
996	76330	153350
997	76406	153271
998	76470	153171
999	76541	153083
1000	76608	152987
1001	76682	152906
1002	76751	152813
1003	76823	152729
1004	76896	152644
1005	76982	152587
1006	77064	152521
1007	77144	152452
1008	77225	152384
1009	77296	152296
1010	77364	152203
1011	77424	152094
1012	77505	152026
1013	77579	151944
1014	77643	151845
1015	77719	151766
1016	77783	151666
1017	77851	151573
1018	77919	151480
1019	77988	151389
1020	78065	151313
1021	78126	151207
1022	78205	151136
1023	78274	151045
1024	78342	150953
1025	78415	150870
1026	78478	150767
1027	78547	150675
1028	78628	150609
1029	78695	150514
1030	78765	150425
1031	78822	150313
1032	78896	150231
1033	78968	150147
1034	79040	150062
1035	79107	149968
1036	79174	149873
1037	79254	149804
1038	79324	149715
1039	79396	149632
1040	79469	149549
1041	79538	149459
1042	79610	149374
1043	79677	149281
1044	79751	149199
1045	79835	149138
1046	79899	149038
1047	79987	148983
1048	80052	148886
1049	80123	148800
1050	80204	148733
1051	80267	148633
1052	80328	148527
1053	80407	148455
1054	80471	148356
1055	80538	148264
1056	80624	148206
1057	80699	148127
1058	80776	148051
1059	80852	147974
1060	80915	147875
1061	80981	147780
1062	81049	147689
1063	81127	147615
1064	81196	147525
1065	81261	147428
1066	81330	147339
1067	81399	147249
1068	81462	147151
1069	81530	147060
1070	81599	146970
1071	81658	146863
1072	81723	146767
1073	81797	146687
1074	81872	146609
1075	81956	146546
1076	82024	146456
1077	82102	146383
1078	82178	146306
1079	82239	146203
1080	82306	146111
1081	82383	146036
1082	82463	145966
1083	82539	145890
1084	82612	145808
1085	82674	145708
1086	82743	145619
1087	82810	145527
1088	82872	145426
1089	82944	145343
1090	83013	145254
1091	83096	145190
1092	83160	145092
1093	83226	145000
1094	83294	144909
1095	83368	144829
1096	83436	144739
1097	83501	144645
1098	83568	144552
1099	83645	144478
1100	83709	144382
1101	83792	144318
1102	83868	144242
1103	83951	144177
1104	84028	144102
1105	84107	144032
1106	84183	143955
1107	84256	143875
1108	84334	143802
1109	84420	143743
1110	84491	143657
1111	84572	143590
1112	84643	143505
1113	84705	143406
1114	84784	143335
1115	84855	143250
1116	84931	143174
1117	85007	143098
1118	85075	143008
1119	85157	142942
1120	85230	142861
1121	85306	142786
1122	85396	142732
1123	85478	142667
1124	85548	142580
1125	85619	142495
1126	85684	142402
1127	85773	142347
1128	85855	142280
1129	85930	142203
1130	86005	142126
1131	86075	142039
1132	86148	141959
1133	86224	141881
1134	86296	141799
1135	86375	141728
1136	86461	141668
1137	86526	141574
1138	86593	141483
1139	86659	141392
1140	86733	141312
1141	86799	141220
1142	86865	141127
1143	86925	141026
1144	87011	140966
1145	87073	140867
1146	87135	140768
1147	87209	140689
1148	87274	140596
1149	87350	140520
1150	87419	140433
1151	87488	140345
1152	87561	140264
1153	87634	140184
1154	87711	140110
1155	87779	140022
1156	87850	139938
1157	87926	139862
1158	88003	139788
1159	88078	139710
1160	88152	139631
1161	88233	139563
1162	88308	139486
1163	88385	139411
1164	88458	139330
1165	88529	139248
1166	88603	139168
1167	88675	139087
1168	88742	138996
1169	88819	138922
1170	88884	138829
1171	88954	138744
1172	89019	138652
1173	89094	138574
1174	89166	138491
1175	89238	138410
1176	89301	138314
1177	89387	138255
1178	89460	138174
1179	89552	138124
1180	89624	138040
1181	89694	137957
1182	89758	137861
1183	89848	137808
1184	89925	137733
1185	89992	137645
1186	90075	137579
1187	90137	137482
1188	90209	137400
1189	90284	137323
1190	90366	137256
1191	90430	137162
1192	90492	137066
1193	90556	136971
1194	90621	136880
1195	90682	136781
1196	90747	136690
1197	90814	136600
1198	90892	136528
1199	90962	136443
1200	91033	136360
1201	91098	136269
1202	91171	136189
1203	91239	136101
1204	91315	136026
1205	91389	135947
1206	91452	135852
1207	91515	135758
1208	91590	135681
1209	91658	135593
1210	91727	135507
1211	91799	135426
1212	91874	135350
1213	91940	135259
1214	92011	135177
1215	92077	135087
1216	92142	134995
1217	92211	134911
1218	92276	134819
1219	92359	134753
1220	92428	134667
1221	92503	134591
1222	92579	134516
1223	92653	134438
1224	92726	134358
1225	92795	134273
1226	92868	134193
1227	92946	134121
1228	93004	134020
1229	93074	133936
1230	93138	133843
1231	93213	133767
1232	93274	133670
1233	93349	133593
1234	93435	133533
1235	93494	133433
1236	93561	133345
1237	93628	133258
1238	93693	133167
1239	93773	133098
1240	93837	133006
1241	93911	132927
1242	93984	132849
1243	94049	132757
1244	94122	132678
1245	94197	132602
1246	94276	132531
1247	94344	132444
1248	94411	132358
1249	94482	132275
1250	94567	132213
1251	94633	132124
1252	94704	132042
1253	94774	131958
1254	94840	131869
1255	94930	131814
1256	95003	131734
1257	95083	131665
1258	95155	131585
1259	95230	131508
1260	95295	131418
1261	95373	131346
1262	95440	131259
1263	95503	131166
1264	95574	131084
1265	95652	131012
1266	95721	130927
1267	95787	130839
1268	95849	130745
1269	95919	130662
1270	95981	130568
1271	96051	130485
1272	96119	130399
1273	96200	130331
1274	96268	130245
1275	96338	130162
1276	96407	130078
1277	96487	130008
1278	96555	129923
1279	96628	129844
1280	96704	129769
1281	96771	129682
1282	96846	129607
1283	96920	129528
1284	96995	129453
1285	97067	129373
1286	97132	129283
1287	97206	129205
1288	97275	129121
1289	97353	129049
1290	97420	128962
1291	97493	128884
1292	97566	128805
1293	97636	128722
1294	97705	128639
1295	97773	128554
1296	97840	128467
1297	97911	128386
1298	97978	128299
1299	98056	128227
1300	98141	128164
1301	98218	128091
1302	98284	128004
1303	98361	127930
1304	98437	127855
1305	98506	127772
1306	98598	127718
1307	98667	127634
1308	98749	127566
1309	98815	127479
1310	98883	127395
1311	98953	127312
1312	99020	127226
1313	99084	127136
1314	99145	127042
1315	99213	126957
1316	99294	126888
1317	99361	126802
1318	99440	126732
1319	99511	126651
1320	99588	126577
1321	99654	126490
1322	99737	126424
1323	99821	126360
1324	99894	126281
1325	99967	126203
1326	100039	126123
1327	100112	126044
1328	100184	125965
1329	100267	125899
1330	100334	125813
1331	100415	125745
1332	100495	125676
1333	100559	125585
1334	100633	125508
1335	100716	125443
1336	100788	125364
1337	100859	125282
1338	100941	125215
1339	101007	125129
1340	101070	125037
1341	101136	124950
1342	101206	124868
1343	101282	124794
1344	101360	124722
1345	101434	124645
1346	101502	124560
1347	101569	124474
1348	101633	124386
1349	101703	124304
1350	101796	124250
1351	101868	124170
1352	101938	124088
1353	102015	124015
1354	102086	123934
1355	102154	123850
1356	102230	123776
1357	102299	123694
1358	102372	123615
1359	102438	123528
1360	102506	123444
1361	102578	123365
1362	102645	123280
1363	102707	123188
1364	102770	123098
1365	102856	123035
1366	102925	122953
1367	102990	122865
1368	103053	122775
1369	103116	122685
1370	103202	122623
1371	103266	122534
1372	103340	122458
1373	103411	122378
1374	103490	122306
1375	103566	122232
1376	103637	122152
1377	103702	122064
1378	103791	122006
1379	103859	121922
1380	103928	121839
1381	104013	121775
1382	104092	121704
1383	104164	121625
1384	104233	121542
1385	104299	121456
1386	104370	121376
1387	104446	121302
1388	104510	121214
1389	104582	121135
1390	104653	121054
1391	104719	120969
1392	104795	120895
1393	104877	120826
1394	104949	120747
1395	105014	120661
1396	105093	120590
1397	105170	120517
1398	105247	120443
1399	105334	120381
1400	105409	120307
1401	105483	120230
1402	105555	120150
1403	105618	120062
1404	105685	119977
1405	105767	119910
1406	105836	119827
1407	105908	119748
1408	105983	119672
1409	106062	119602
1410	106146	119536
1411	106215	119455
1412	106287	119375
1413	106351	119288
1414	106422	119208
1415	106490	119124
1416	106561	119044
1417	106624	118956
1418	106693	118873
1419	106769	118799
1420	106855	118737
1421	106935	118667
1422	107026	118608
1423	107093	118524
1424	107158	118438
1425	107234	118364
1426	107311	118290
1427	107398	118228
1428	107483	118163
1429	107555	118085
1430	107624	118003
1431	107687	117915
1432	107761	117838
1433	107828	117754
1434	107906	117681
1435	107984	117609
1436	108059	117534
1437	108136	117461
1438	108208	117382
1439	108278	117301
1440	108351	117224
1441	108418	117140
1442	108490	117061
1443	108565	116986
1444	108642	116913
1445	108703	116822
1446	108773	116741
1447	108839	116657
1448	108912	116579
1449	108992	116508
1450	109074	116441
1451	109140	116356
1452	109209	116274
1453	109274	116188
1454	109339	116103
1455	109407	116019
1456	109471	115932
1457	109542	115853
1458	109621	115782
1459	109686	115697
1460	109757	115617
1461	109822	115531
1462	109894	115453
1463	109973	115381
1464	110041	115299
1465	110111	115218
1466	110182	115140
1467	110248	115055
1468	110317	114973
1469	110389	114895
1470	110478	114834
1471	110548	114754
1472	110618	114674
1473	110696	114602
1474	110771	114526
1475	110854	114459
1476	110921	114376
1477	110994	114298
1478	111057	114211
1479	111127	114130
1480	111193	114046
1481	111262	113965
1482	111328	113881
1483	111408	113810
1484	111477	113729
1485	111549	113651
1486	111619	113570
1487	111705	113507
1488	111775	113427
1489	111844	113346
1490	111934	113285
1491	112011	113213
1492	112076	113127
1493	112158	113059
1494	112220	112971
1495	112299	112899
1496	112433	112884
1497	112559	112859
1498	112651	112801
1499	112726	112726
1500	112811	112660
1501	112885	112584
1502	112957	112506
1503	113031	112430
1504	113110	112359
1505	113198	112296
1506	113311	112258
1507	113396	112192
1508	113481	112127
1509	113588	112084
1510	113673	112018
1511	113756	111950
1512	113836	111879
1513	113919	111812
1514	113987	111730
1515	114074	111666
1516	114168	111609
1517	114245	111536
1518	114310	111451
1519	114381	111371
1520	114462	111301
1521	114537	111226
1522	114621	111159
1523	114718	111105
1524	114788	111024
1525	114886	110971
1526	114976	110910
1527	115074	110857
1528	115162	110794
1529	115261	110741
1530	115368	110696
1531	115471	110647
1532	115540	110565
1533	115618	110493
1534	115708	110432
1535	115789	110361
1536	115863	110285
1537	115944	110215
1538	116018	110138
1539	116106	110075
1540	116178	109996
1541	116256	109923
1542	116353	109868
1543	116443	109807
1544	116527	109739
1545	116609	109670
1546	116674	109585
1547	116747	109507
1548	116842	109450
1549	116926	109382
1550	117002	109307
1551	117075	109230
1552	117170	109173
1553	117248	109099
1554	117413	109107
1555	117519	109060
1556	117605	108994
1557	117714	108950
1558	117796	108880
1559	117885	108817
1560	117963	108743
1561	118053	108681
1562	118154	108629
1563	118252	108574
1564	118344	108514
1565	118435	108452
1566	118529	108393
1567	118614	108326
1568	118691	108251
1569	118763	108172
1570	118839	108097
1571	118910	108017
1572	118986	107942
1573	119068	107872
1574	119150	107803
1575	119235	107735
1576	119319	107667
1577	119404	107599
1578	119512	107553
1579	119697	107575
1580	119815	107538
1581	119898	107468
1582	119972	107391
1583	120048	107316
1584	120135	107250
1585	120214	107177
1586	120293	107104
1587	120368	107028
1588	120440	106948
1589	120514	106870
1590	120606	106809
1591	120692	106742
1592	120769	106668
1593	120855	106601
1594	120944	106537
1595	121036	106475
1596	121120	106407
1597	121190	106325
1598	121257	106242
1599	121329	106163
1600	121412	106094
1601	121480	106011
1602	121561	105939
1603	121634	105861
1604	121707	105783
1605	121784	105708
1606	121874	105644
1607	121959	105577
1608	122032	105498
1609	122107	105422
1610	122207	105366
1611	122290	105296
1612	122361	105217
1613	122432	105137
1614	122520	105071
1615	122608	105006
1616	122679	104926
1617	122752	104848
1618	122825	104769
1619	122890	104684
1620	122961	104604
1621	123034	104526
1622	123100	104441
1623	123174	104364
1624	123252	104290
1625	123315	104203
1626	123384	104121
1627	123453	104040
1628	123520	103957
1629	123591	103877
1630	123668	103802
1631	123762	103742
1632	123858	103683
1633	123927	103601
1634	124018	103538
1635	124095	103463
1636	124170	103386
1637	124241	103307
1638	124315	103229
1639	124381	103145
1640	124469	103079
1641	124551	103009
1642	124629	102935
1643	124737	102885
1644	124830	102823
1645	124923	102761
1646	124999	102686
1647	125072	102607
1648	125163	102544
1649	125225	102457
1650	125308	102386
1651	125377	102306
1652	125445	102223
1653	125519	102145
1654	125596	102070
1655	125685	102005
1656	125756	101925
1657	125824	101843
1658	125895	101763
1659	125976	101692
1660	126044	101609
1661	126111	101526
1662	126175	101441
1663	126253	101366
1664	126322	101285
